"Wed, Dec 6, 2000",7:00 pm,Detroit Pistons,112,Seattle SuperSonics,99,Box Score,,
"Wed, Dec 6, 2000",7:00 pm,Los Angeles Clippers,93,Washington Wizards,88,Box Score,,
"Thu, Dec 7, 2000",7:00 pm,Phoenix Suns,104,Milwaukee Bucks,96,Box Score,,
"Thu, Dec 7, 2000",7:00 pm,Washington Wizards,88,Minnesota Timberwolves,105,Box Score,,
"Thu, Dec 7, 2000",7:30 pm,Denver Nuggets,93,Orlando Magic,103,Box Score,,
"Thu, Dec 7, 2000",7:00 pm,New York Knicks,86,San Antonio Spurs,83,Box Score,,
"Thu, Dec 7, 2000",7:00 pm,Vancouver Grizzlies,87,Utah Jazz,98,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Indiana Pacers,104,Boston Celtics,91,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Los Angeles Clippers,87,Charlotte Hornets,92,Box Score,,
"Fri, Dec 8, 2000",7:00 pm,Chicago Bulls,86,Dallas Mavericks,105,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Toronto Raptors,108,Golden State Warriors,92,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Seattle SuperSonics,103,Los Angeles Lakers,95,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Atlanta Hawks,76,Miami Heat,80,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Phoenix Suns,84,New Jersey Nets,86,Box Score,,
"Fri, Dec 8, 2000",7:00 pm,Philadelphia 76ers,107,Portland Trail Blazers,94,Box Score,,
"Fri, Dec 8, 2000",7:30 pm,Houston Rockets,98,Sacramento Kings,111,Box Score,,
"Sat, Dec 9, 2000",7:30 pm,Atlanta Hawks,90,Cleveland Cavaliers,97,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Charlotte Hornets,96,Indiana Pacers,99,Box Score,OT,
"Sat, Dec 9, 2000",7:30 pm,Washington Wizards,91,Milwaukee Bucks,99,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Los Angeles Clippers,73,Minnesota Timberwolves,85,Box Score,,
"Sat, Dec 9, 2000",7:30 pm,Denver Nuggets,88,New York Knicks,96,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Detroit Pistons,83,Portland Trail Blazers,114,Box Score,,
"Sat, Dec 9, 2000",7:30 pm,Chicago Bulls,81,San Antonio Spurs,105,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Houston Rockets,111,Seattle SuperSonics,104,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Golden State Warriors,114,Utah Jazz,125,Box Score,,
"Sat, Dec 9, 2000",7:00 pm,Philadelphia 76ers,83,Vancouver Grizzlies,79,Box Score,,
"Sun, Dec 10, 2000",6:00 pm,Denver Nuggets,102,Boston Celtics,104,Box Score,OT,
"Sun, Dec 10, 2000",6:30 pm,Detroit Pistons,88,Los Angeles Lakers,112,Box Score,,
"Sun, Dec 10, 2000",7:30 pm,Dallas Mavericks,99,New Jersey Nets,73,Box Score,,
"Sun, Dec 10, 2000",6:00 pm,Miami Heat,97,Sacramento Kings,101,Box Score,,
"Sun, Dec 10, 2000",3:30 pm,Phoenix Suns,95,Toronto Raptors,87,Box Score,,
"Mon, Dec 11, 2000",7:30 pm,Phoenix Suns,86,Chicago Bulls,80,Box Score,,
"Mon, Dec 11, 2000",7:30 pm,Orlando Magic,80,Los Angeles Clippers,92,Box Score,,
"Mon, Dec 11, 2000",7:00 pm,Minnesota Timberwolves,96,Philadelphia 76ers,91,Box Score,OT,
"Mon, Dec 11, 2000",7:00 pm,San Antonio Spurs,91,Utah Jazz,83,Box Score,,
"Mon, Dec 11, 2000",7:00 pm,Houston Rockets,82,Vancouver Grizzlies,75,Box Score,,
"Tue, Dec 12, 2000",8:00 pm,Sacramento Kings,99,Atlanta Hawks,107,Box Score,,
"Tue, Dec 12, 2000",7:30 pm,Dallas Mavericks,87,Cleveland Cavaliers,92,Box Score,,
"Tue, Dec 12, 2000",7:00 pm,Miami Heat,96,Denver Nuggets,85,Box Score,,
"Tue, Dec 12, 2000",7:30 pm,Portland Trail Blazers,101,Golden State Warriors,93,Box Score,,
"Tue, Dec 12, 2000",7:30 pm,Milwaukee Bucks,109,Los Angeles Lakers,105,Box Score,,
"Tue, Dec 12, 2000",7:30 pm,Minnesota Timberwolves,94,New Jersey Nets,116,Box Score,,
"Tue, Dec 12, 2000",7:00 pm,Orlando Magic,92,Seattle SuperSonics,97,Box Score,,
"Tue, Dec 12, 2000",7:00 pm,Indiana Pacers,90,Toronto Raptors,104,Box Score,,
"Wed, Dec 13, 2000",7:00 pm,Chicago Bulls,104,Boston Celtics,86,Box Score,,
"Wed, Dec 13, 2000",7:30 pm,Sacramento Kings,90,Charlotte Hornets,101,Box Score,,
"Wed, Dec 13, 2000",7:30 pm,Atlanta Hawks,69,Detroit Pistons,92,Box Score,,
"Wed, Dec 13, 2000",7:00 pm,Dallas Mavericks,92,Indiana Pacers,97,Box Score,,
"Wed, Dec 13, 2000",7:30 pm,Miami Heat,94,Los Angeles Clippers,88,Box Score,OT,
"Wed, Dec 13, 2000",6:00 pm,San Antonio Spurs,93,Phoenix Suns,103,Box Score,,
"Wed, Dec 13, 2000",7:30 pm,Los Angeles Lakers,86,Portland Trail Blazers,96,Box Score,,
"Wed, Dec 13, 2000",7:00 pm,Milwaukee Bucks,111,Utah Jazz,102,Box Score,,
"Wed, Dec 13, 2000",7:00 pm,Seattle SuperSonics,94,Vancouver Grizzlies,93,Box Score,,
"Wed, Dec 13, 2000",7:00 pm,Philadelphia 76ers,102,Washington Wizards,82,Box Score,,
"Thu, Dec 14, 2000",7:30 pm,Houston Rockets,98,Golden State Warriors,95,Box Score,,
"Thu, Dec 14, 2000",7:30 pm,Denver Nuggets,102,San Antonio Spurs,96,Box Score,,
"Thu, Dec 14, 2000",8:00 pm,New York Knicks,68,Toronto Raptors,70,Box Score,,
"Fri, Dec 15, 2000",7:30 pm,Sacramento Kings,104,Boston Celtics,81,Box Score,,
"Fri, Dec 15, 2000",7:30 pm,Atlanta Hawks,85,Chicago Bulls,74,Box Score,,
"Fri, Dec 15, 2000",8:00 pm,Minnesota Timberwolves,99,Detroit Pistons,90,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Cleveland Cavaliers,103,Indiana Pacers,95,Box Score,,
"Fri, Dec 15, 2000",7:30 pm,Vancouver Grizzlies,76,Los Angeles Lakers,98,Box Score,,
"Fri, Dec 15, 2000",7:30 pm,Toronto Raptors,97,Milwaukee Bucks,104,Box Score,,
"Fri, Dec 15, 2000",7:30 pm,Utah Jazz,89,New York Knicks,58,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Dallas Mavericks,112,Philadelphia 76ers,94,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Los Angeles Clippers,98,Phoenix Suns,88,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Orlando Magic,96,Portland Trail Blazers,106,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Miami Heat,81,Seattle SuperSonics,99,Box Score,,
"Fri, Dec 15, 2000",7:00 pm,Charlotte Hornets,103,Washington Wizards,89,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,New Jersey Nets,89,Atlanta Hawks,83,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,Boston Celtics,87,Charlotte Hornets,99,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,Philadelphia 76ers,99,Chicago Bulls,91,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,Utah Jazz,92,Cleveland Cavaliers,99,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,Miami Heat,93,Golden State Warriors,85,Box Score,,
"Sat, Dec 16, 2000",7:30 pm,Denver Nuggets,102,Houston Rockets,100,Box Score,,
"Sat, Dec 16, 2000",7:00 pm,Indiana Pacers,110,Minnesota Timberwolves,113,Box Score,OT,
"Sat, Dec 16, 2000",7:30 pm,Phoenix Suns,82,San Antonio Spurs,90,Box Score,,
"Sun, Dec 17, 2000",7:00 pm,Dallas Mavericks,99,Detroit Pistons,90,Box Score,,
"Sun, Dec 17, 2000",6:00 pm,Washington Wizards,103,Los Angeles Clippers,94,Box Score,,
"Sun, Dec 17, 2000",7:30 pm,Sacramento Kings,95,New Jersey Nets,79,Box Score,,
"Sun, Dec 17, 2000",6:00 pm,Milwaukee Bucks,97,New York Knicks,100,Box Score,OT,
"Sun, Dec 17, 2000",1:00 pm,Los Angeles Lakers,104,Toronto Raptors,101,Box Score,OT,
"Sun, Dec 17, 2000",12:30 pm,Orlando Magic,101,Vancouver Grizzlies,91,Box Score,,
"Mon, Dec 18, 2000",7:00 pm,Dallas Mavericks,106,Boston Celtics,98,Box Score,,
"Tue, Dec 19, 2000",7:30 pm,New York Knicks,77,Atlanta Hawks,87,Box Score,,
"Tue, Dec 19, 2000",7:30 pm,Indiana Pacers,90,Chicago Bulls,85,Box Score,,
"Tue, Dec 19, 2000",7:30 pm,Minnesota Timberwolves,99,Golden State Warriors,120,Box Score,,
"Tue, Dec 19, 2000",7:30 pm,San Antonio Spurs,86,Houston Rockets,79,Box Score,,
"Tue, Dec 19, 2000",8:00 pm,Los Angeles Lakers,81,Miami Heat,79,Box Score,,
"Tue, Dec 19, 2000",7:00 pm,Detroit Pistons,89,Phoenix Suns,84,Box Score,,
"Tue, Dec 19, 2000",7:30 pm,Washington Wizards,72,Sacramento Kings,106,Box Score,,
"Tue, Dec 19, 2000",7:00 pm,Utah Jazz,95,Toronto Raptors,103,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,New Jersey Nets,86,Boston Celtics,99,Box Score,,
"Wed, Dec 20, 2000",7:30 pm,Miami Heat,56,Charlotte Hornets,65,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,Portland Trail Blazers,101,Dallas Mavericks,106,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,Detroit Pistons,106,Denver Nuggets,108,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,Toronto Raptors,99,Indiana Pacers,98,Box Score,OT,
"Wed, Dec 20, 2000",7:30 pm,Minnesota Timberwolves,96,Los Angeles Clippers,103,Box Score,,
"Wed, Dec 20, 2000",8:00 pm,Utah Jazz,91,Philadelphia 76ers,89,Box Score,,
"Wed, Dec 20, 2000",7:30 pm,Cleveland Cavaliers,77,San Antonio Spurs,94,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,Sacramento Kings,85,Seattle SuperSonics,89,Box Score,,
"Wed, Dec 20, 2000",7:00 pm,Washington Wizards,104,Vancouver Grizzlies,118,Box Score,,
"Thu, Dec 21, 2000",7:30 pm,Los Angeles Lakers,99,Houston Rockets,94,Box Score,,
"Thu, Dec 21, 2000",7:00 pm,New Jersey Nets,78,Milwaukee Bucks,80,Box Score,,
"Thu, Dec 21, 2000",8:00 pm,Boston Celtics,92,New York Knicks,86,Box Score,,
"Thu, Dec 21, 2000",7:30 pm,Chicago Bulls,88,Orlando Magic,99,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Los Angeles Lakers,108,Dallas Mavericks,103,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Portland Trail Blazers,96,Denver Nuggets,116,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Utah Jazz,109,Indiana Pacers,101,Box Score,,
"Fri, Dec 22, 2000",7:30 pm,Cleveland Cavaliers,95,Miami Heat,103,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Charlotte Hornets,83,Minnesota Timberwolves,74,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,New York Knicks,91,Philadelphia 76ers,71,Box Score,,
"Fri, Dec 22, 2000",7:30 pm,Golden State Warriors,87,San Antonio Spurs,105,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Washington Wizards,87,Seattle SuperSonics,107,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Atlanta Hawks,78,Toronto Raptors,72,Box Score,,
"Fri, Dec 22, 2000",7:00 pm,Sacramento Kings,95,Vancouver Grizzlies,93,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Indiana Pacers,87,Atlanta Hawks,91,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,San Antonio Spurs,84,Charlotte Hornets,88,Box Score,OT,
"Sat, Dec 23, 2000",7:30 pm,Chicago Bulls,93,Detroit Pistons,106,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Golden State Warriors,95,Houston Rockets,87,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Vancouver Grizzlies,90,Los Angeles Clippers,92,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Boston Celtics,99,Milwaukee Bucks,104,Box Score,,
"Sat, Dec 23, 2000",7:00 pm,Utah Jazz,98,Minnesota Timberwolves,92,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Miami Heat,86,New Jersey Nets,80,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Cleveland Cavaliers,92,Orlando Magic,111,Box Score,,
"Sat, Dec 23, 2000",7:00 pm,Denver Nuggets,93,Phoenix Suns,102,Box Score,,
"Sat, Dec 23, 2000",7:00 pm,Washington Wizards,70,Portland Trail Blazers,87,Box Score,,
"Sat, Dec 23, 2000",7:30 pm,Seattle SuperSonics,92,Sacramento Kings,97,Box Score,,
"Mon, Dec 25, 2000",3:00 pm,Orlando Magic,93,Indiana Pacers,103,Box Score,,
"Mon, Dec 25, 2000",2:30 pm,Portland Trail Blazers,109,Los Angeles Lakers,104,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Cleveland Cavaliers,110,Charlotte Hornets,115,Box Score,OT,
"Tue, Dec 26, 2000",7:00 pm,Seattle SuperSonics,93,Dallas Mavericks,114,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Los Angeles Clippers,108,Denver Nuggets,109,Box Score,,
"Tue, Dec 26, 2000",7:30 pm,Boston Celtics,96,Detroit Pistons,101,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Orlando Magic,77,Milwaukee Bucks,89,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Toronto Raptors,97,Minnesota Timberwolves,100,Box Score,,
"Tue, Dec 26, 2000",7:30 pm,Atlanta Hawks,81,New Jersey Nets,76,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Houston Rockets,95,San Antonio Spurs,103,Box Score,,
"Tue, Dec 26, 2000",7:00 pm,Philadelphia 76ers,97,Utah Jazz,91,Box Score,,
"Tue, Dec 26, 2000",7:30 pm,Phoenix Suns,97,Vancouver Grizzlies,95,Box Score,,
"Wed, Dec 27, 2000",7:30 pm,Philadelphia 76ers,118,Golden State Warriors,110,Box Score,,
"Wed, Dec 27, 2000",7:30 pm,Seattle SuperSonics,107,Houston Rockets,92,Box Score,,
"Wed, Dec 27, 2000",8:00 pm,Indiana Pacers,79,Miami Heat,91,Box Score,,
"Wed, Dec 27, 2000",7:00 pm,New York Knicks,89,Washington Wizards,82,Box Score,,
"Thu, Dec 28, 2000",7:30 pm,San Antonio Spurs,104,Chicago Bulls,105,Box Score,,
"Thu, Dec 28, 2000",7:30 pm,Milwaukee Bucks,107,Cleveland Cavaliers,89,Box Score,,
"Thu, Dec 28, 2000",7:00 pm,Los Angeles Clippers,96,Dallas Mavericks,105,Box Score,,
"Thu, Dec 28, 2000",7:00 pm,Toronto Raptors,94,Denver Nuggets,93,Box Score,,
"Thu, Dec 28, 2000",7:00 pm,Atlanta Hawks,81,Minnesota Timberwolves,88,Box Score,,
"Thu, Dec 28, 2000",7:30 pm,Boston Celtics,112,New Jersey Nets,111,Box Score,,
"Thu, Dec 28, 2000",7:30 pm,Detroit Pistons,96,Orlando Magic,102,Box Score,,
"Thu, Dec 28, 2000",7:00 pm,Los Angeles Lakers,115,Phoenix Suns,78,Box Score,,
"Thu, Dec 28, 2000",7:30 pm,Charlotte Hornets,87,Sacramento Kings,91,Box Score,,
"Thu, Dec 28, 2000",6:00 pm,Portland Trail Blazers,103,Utah Jazz,102,Box Score,OT,
"Fri, Dec 29, 2000",7:30 pm,Cleveland Cavaliers,97,Atlanta Hawks,85,Box Score,,
"Fri, Dec 29, 2000",7:30 pm,Utah Jazz,89,Golden State Warriors,100,Box Score,,
"Fri, Dec 29, 2000",7:30 pm,Washington Wizards,91,Miami Heat,98,Box Score,,
"Fri, Dec 29, 2000",7:30 pm,Chicago Bulls,68,New York Knicks,95,Box Score,,
"Fri, Dec 29, 2000",7:00 pm,Vancouver Grizzlies,81,Portland Trail Blazers,104,Box Score,,
"Sat, Dec 30, 2000",1:00 pm,Orlando Magic,95,Boston Celtics,90,Box Score,,
"Sat, Dec 30, 2000",2:00 pm,Houston Rockets,114,Dallas Mavericks,99,Box Score,,
"Sat, Dec 30, 2000",8:00 pm,Milwaukee Bucks,113,Denver Nuggets,120,Box Score,,
"Sat, Dec 30, 2000",7:30 pm,Miami Heat,110,Detroit Pistons,102,Box Score,OT,
"Sat, Dec 30, 2000",7:30 pm,San Antonio Spurs,89,Indiana Pacers,77,Box Score,,
"Sat, Dec 30, 2000",7:30 pm,Los Angeles Lakers,116,Los Angeles Clippers,114,Box Score,OT,
"Sat, Dec 30, 2000",6:30 pm,New York Knicks,88,Minnesota Timberwolves,79,Box Score,,
"Sat, Dec 30, 2000",7:00 pm,Toronto Raptors,103,Phoenix Suns,109,Box Score,,
"Sat, Dec 30, 2000",4:30 pm,Philadelphia 76ers,107,Sacramento Kings,104,Box Score,OT,
"Sat, Dec 30, 2000",12:30 pm,Charlotte Hornets,102,Seattle SuperSonics,104,Box Score,,
"Sat, Dec 30, 2000",7:00 pm,Golden State Warriors,102,Vancouver Grizzlies,101,Box Score,,
"Sun, Dec 31, 2000",1:00 pm,New Jersey Nets,77,Chicago Bulls,86,Box Score,,
"Sun, Dec 31, 2000",8:00 pm,Detroit Pistons,96,Washington Wizards,110,Box Score,,
"Mon, Jan 1, 2001",2:30 pm,Houston Rockets,96,Minnesota Timberwolves,106,Box Score,,
"Mon, Jan 1, 2001",7:00 pm,Charlotte Hornets,67,Portland Trail Blazers,89,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,Boston Celtics,81,Atlanta Hawks,92,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,Milwaukee Bucks,104,Chicago Bulls,70,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,Houston Rockets,100,Cleveland Cavaliers,95,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,Toronto Raptors,97,Los Angeles Clippers,110,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,New Jersey Nets,120,Orlando Magic,110,Box Score,,
"Tue, Jan 2, 2001",7:30 pm,Phoenix Suns,117,Sacramento Kings,121,Box Score,OT,
"Tue, Jan 2, 2001",7:30 pm,Miami Heat,72,San Antonio Spurs,80,Box Score,,
"Tue, Jan 2, 2001",7:00 pm,Indiana Pacers,91,Seattle SuperSonics,83,Box Score,,
"Tue, Jan 2, 2001",7:00 pm,Minnesota Timberwolves,108,Washington Wizards,115,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,New York Knicks,100,Boston Celtics,91,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Detroit Pistons,107,Dallas Mavericks,104,Box Score,,
"Wed, Jan 3, 2001",7:30 pm,Denver Nuggets,111,Golden State Warriors,100,Box Score,,
"Wed, Jan 3, 2001",7:30 pm,Utah Jazz,71,Los Angeles Lakers,82,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Cleveland Cavaliers,83,Milwaukee Bucks,88,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Atlanta Hawks,80,Philadelphia 76ers,98,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Los Angeles Clippers,85,Phoenix Suns,90,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Indiana Pacers,86,Portland Trail Blazers,102,Box Score,,
"Wed, Jan 3, 2001",7:00 pm,Charlotte Hornets,89,Vancouver Grizzlies,99,Box Score,,
"Thu, Jan 4, 2001",7:30 pm,Washington Wizards,96,Chicago Bulls,98,Box Score,,
"Thu, Jan 4, 2001",7:30 pm,Detroit Pistons,97,Houston Rockets,107,Box Score,,
"Thu, Jan 4, 2001",7:30 pm,New Jersey Nets,78,Miami Heat,81,Box Score,,
"Thu, Jan 4, 2001",7:00 pm,Seattle SuperSonics,92,Minnesota Timberwolves,105,Box Score,,
"Thu, Jan 4, 2001",8:00 pm,Orlando Magic,92,New York Knicks,95,Box Score,OT,
"Fri, Jan 5, 2001",7:30 pm,Golden State Warriors,100,Boston Celtics,88,Box Score,,
"Fri, Jan 5, 2001",7:00 pm,Utah Jazz,87,Denver Nuggets,100,Box Score,,
"Fri, Jan 5, 2001",7:30 pm,Charlotte Hornets,86,Los Angeles Clippers,73,Box Score,,
"Fri, Jan 5, 2001",7:00 pm,Seattle SuperSonics,89,Philadelphia 76ers,121,Box Score,,
"Fri, Jan 5, 2001",7:00 pm,Vancouver Grizzlies,76,Phoenix Suns,108,Box Score,,
"Fri, Jan 5, 2001",7:00 pm,Milwaukee Bucks,115,Portland Trail Blazers,119,Box Score,,
"Fri, Jan 5, 2001",7:30 pm,Indiana Pacers,93,Sacramento Kings,91,Box Score,OT,
"Fri, Jan 5, 2001",7:00 pm,Dallas Mavericks,115,Toronto Raptors,105,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Orlando Magic,82,Atlanta Hawks,83,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Philadelphia 76ers,107,Cleveland Cavaliers,103,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Utah Jazz,99,Houston Rockets,97,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Boston Celtics,86,Miami Heat,112,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Golden State Warriors,92,New Jersey Nets,97,Box Score,,
"Sat, Jan 6, 2001",7:30 pm,Detroit Pistons,101,San Antonio Spurs,108,Box Score,,
"Sat, Jan 6, 2001",7:00 pm,Dallas Mavericks,103,Washington Wizards,85,Box Score,,
"Sun, Jan 7, 2001",7:00 pm,Charlotte Hornets,87,Denver Nuggets,94,Box Score,,
"Sun, Jan 7, 2001",6:30 pm,Los Angeles Clippers,118,Los Angeles Lakers,95,Box Score,,
"Sun, Jan 7, 2001",7:30 pm,Washington Wizards,87,New York Knicks,103,Box Score,,
"Sun, Jan 7, 2001",6:00 pm,Minnesota Timberwolves,108,Phoenix Suns,88,Box Score,,
"Sun, Jan 7, 2001",1:00 pm,Seattle SuperSonics,92,Toronto Raptors,94,Box Score,,
"Sun, Jan 7, 2001",12:30 pm,Milwaukee Bucks,117,Vancouver Grizzlies,120,Box Score,,
"Mon, Jan 8, 2001",7:00 pm,Portland Trail Blazers,98,Boston Celtics,90,Box Score,,
"Mon, Jan 8, 2001",7:30 pm,Dallas Mavericks,104,Chicago Bulls,91,Box Score,,
"Mon, Jan 8, 2001",7:30 pm,New Jersey Nets,90,Cleveland Cavaliers,92,Box Score,,
"Mon, Jan 8, 2001",7:30 pm,Indiana Pacers,85,Los Angeles Clippers,82,Box Score,,
"Mon, Jan 8, 2001",7:30 pm,Golden State Warriors,78,Miami Heat,88,Box Score,,
"Mon, Jan 8, 2001",7:30 pm,Minnesota Timberwolves,97,Sacramento Kings,100,Box Score,,
"Tue, Jan 9, 2001",7:30 pm,Seattle SuperSonics,95,Atlanta Hawks,86,Box Score,,
"Tue, Jan 9, 2001",7:00 pm,Chicago Bulls,95,Charlotte Hornets,102,Box Score,3OT,
"Tue, Jan 9, 2001",7:00 pm,Washington Wizards,95,Milwaukee Bucks,99,Box Score,,
"Tue, Jan 9, 2001",7:30 pm,Philadelphia 76ers,104,New Jersey Nets,87,Box Score,,
"Tue, Jan 9, 2001",8:00 pm,San Antonio Spurs,112,Orlando Magic,95,Box Score,,
"Tue, Jan 9, 2001",7:00 pm,Houston Rockets,110,Toronto Raptors,91,Box Score,,
"Tue, Jan 9, 2001",7:00 pm,Indiana Pacers,99,Utah Jazz,103,Box Score,,
"Tue, Jan 9, 2001",7:00 pm,Denver Nuggets,112,Vancouver Grizzlies,105,Box Score,,
"Wed, Jan 10, 2001",7:00 pm,Miami Heat,76,Boston Celtics,88,Box Score,,
"Wed, Jan 10, 2001",7:30 pm,Toronto Raptors,110,Detroit Pistons,85,Box Score,,
"Wed, Jan 10, 2001",7:30 pm,Denver Nuggets,86,Los Angeles Clippers,92,Box Score,,
"Wed, Jan 10, 2001",7:00 pm,Dallas Mavericks,106,Minnesota Timberwolves,86,Box Score,,
"Wed, Jan 10, 2001",8:00 pm,Portland Trail Blazers,93,Philadelphia 76ers,75,Box Score,,
"Wed, Jan 10, 2001",7:30 pm,Cleveland Cavaliers,103,Sacramento Kings,108,Box Score,,
"Wed, Jan 10, 2001",7:00 pm,Seattle SuperSonics,104,Washington Wizards,101,Box Score,,
"Thu, Jan 11, 2001",7:30 pm,Golden State Warriors,96,Atlanta Hawks,107,Box Score,,
"Thu, Jan 11, 2001",7:30 pm,Portland Trail Blazers,83,Charlotte Hornets,70,Box Score,,
"Thu, Jan 11, 2001",7:00 pm,Dallas Mavericks,94,Milwaukee Bucks,102,Box Score,,
"Thu, Jan 11, 2001",7:30 pm,Orlando Magic,101,New Jersey Nets,87,Box Score,,
"Thu, Jan 11, 2001",7:30 pm,Houston Rockets,76,New York Knicks,75,Box Score,,
"Thu, Jan 11, 2001",6:00 pm,Indiana Pacers,85,Phoenix Suns,93,Box Score,,
"Fri, Jan 12, 2001",7:30 pm,Toronto Raptors,93,Boston Celtics,72,Box Score,,
"Fri, Jan 12, 2001",7:30 pm,Charlotte Hornets,86,Chicago Bulls,85,Box Score,,
"Fri, Jan 12, 2001",7:00 pm,Sacramento Kings,93,Denver Nuggets,106,Box Score,,
"Fri, Jan 12, 2001",8:00 pm,San Antonio Spurs,111,Detroit Pistons,90,Box Score,,
"Fri, Jan 12, 2001",7:30 pm,Cleveland Cavaliers,98,Los Angeles Lakers,101,Box Score,,
"Fri, Jan 12, 2001",7:00 pm,Los Angeles Clippers,89,Minnesota Timberwolves,95,Box Score,,
"Fri, Jan 12, 2001",7:00 pm,Vancouver Grizzlies,102,Seattle SuperSonics,115,Box Score,,
"Fri, Jan 12, 2001",7:00 pm,Philadelphia 76ers,86,Washington Wizards,82,Box Score,,
"Sat, Jan 13, 2001",8:00 pm,Los Angeles Clippers,88,Atlanta Hawks,108,Box Score,,
"Sat, Jan 13, 2001",4:30 pm,Phoenix Suns,103,Dallas Mavericks,86,Box Score,,
"Sat, Jan 13, 2001",7:30 pm,Sacramento Kings,84,Houston Rockets,81,Box Score,,
"Sat, Jan 13, 2001",8:00 pm,Miami Heat,71,Indiana Pacers,87,Box Score,,
"Sat, Jan 13, 2001",7:30 pm,New Jersey Nets,81,Milwaukee Bucks,115,Box Score,,
"Sat, Jan 13, 2001",5:30 pm,Portland Trail Blazers,78,New York Knicks,91,Box Score,,
"Sat, Jan 13, 2001",8:00 pm,Golden State Warriors,94,Orlando Magic,111,Box Score,,
"Sat, Jan 13, 2001",8:00 pm,San Antonio Spurs,83,Philadelphia 76ers,100,Box Score,,
"Sat, Jan 13, 2001",7:00 pm,Los Angeles Lakers,103,Utah Jazz,111,Box Score,,
"Sat, Jan 13, 2001",7:00 pm,Cleveland Cavaliers,107,Vancouver Grizzlies,119,Box Score,,
"Sun, Jan 14, 2001",7:00 pm,Portland Trail Blazers,103,Detroit Pistons,96,Box Score,,
"Sun, Jan 14, 2001",7:30 pm,Chicago Bulls,81,Miami Heat,90,Box Score,,
"Sun, Jan 14, 2001",6:00 pm,Seattle SuperSonics,106,Phoenix Suns,87,Box Score,,
"Sun, Jan 14, 2001",5:30 pm,Charlotte Hornets,99,Toronto Raptors,107,Box Score,,
