"Mon, Mar 15, 1999",New York Knicks,108,Milwaukee Bucks,102,Box Score,,
"Mon, Mar 15, 1999",Utah Jazz,90,Minnesota Timberwolves,83,Box Score,,
"Mon, Mar 15, 1999",Philadelphia 76ers,73,Orlando Magic,74,Box Score,,
"Mon, Mar 15, 1999",Charlotte Hornets,82,Toronto Raptors,89,Box Score,,
"Tue, Mar 16, 1999",Detroit Pistons,82,Cleveland Cavaliers,86,Box Score,,
"Tue, Mar 16, 1999",Portland Trail Blazers,93,Houston Rockets,101,Box Score,,
"Tue, Mar 16, 1999",Atlanta Hawks,85,Indiana Pacers,79,Box Score,,
"Tue, Mar 16, 1999",Washington Wizards,85,Miami Heat,94,Box Score,,
"Tue, Mar 16, 1999",Phoenix Suns,110,Milwaukee Bucks,92,Box Score,,
"Tue, Mar 16, 1999",Los Angeles Lakers,107,Minnesota Timberwolves,101,Box Score,,
"Tue, Mar 16, 1999",Los Angeles Clippers,89,New York Knicks,113,Box Score,,
"Tue, Mar 16, 1999",San Antonio Spurs,121,Sacramento Kings,109,Box Score,,
"Tue, Mar 16, 1999",Vancouver Grizzlies,85,Seattle SuperSonics,87,Box Score,,
"Tue, Mar 16, 1999",New Jersey Nets,85,Toronto Raptors,100,Box Score,,
"Wed, Mar 17, 1999",Miami Heat,86,Atlanta Hawks,85,Box Score,,
"Wed, Mar 17, 1999",Los Angeles Clippers,84,Boston Celtics,118,Box Score,,
"Wed, Mar 17, 1999",Phoenix Suns,111,Charlotte Hornets,119,Box Score,,
"Wed, Mar 17, 1999",Houston Rockets,114,Denver Nuggets,109,Box Score,,
"Wed, Mar 17, 1999",Toronto Raptors,103,Detroit Pistons,101,Box Score,,
"Wed, Mar 17, 1999",San Antonio Spurs,82,Golden State Warriors,78,Box Score,,
"Wed, Mar 17, 1999",Dallas Mavericks,87,New Jersey Nets,88,Box Score,,
"Wed, Mar 17, 1999",Chicago Bulls,94,Orlando Magic,103,Box Score,,
"Wed, Mar 17, 1999",Indiana Pacers,110,Philadelphia 76ers,114,Box Score,,
"Thu, Mar 18, 1999",New Jersey Nets,95,Chicago Bulls,104,Box Score,,
"Thu, Mar 18, 1999",Los Angeles Lakers,93,Cleveland Cavaliers,100,Box Score,,
"Thu, Mar 18, 1999",Boston Celtics,83,Milwaukee Bucks,99,Box Score,,
"Thu, Mar 18, 1999",Orlando Magic,86,New York Knicks,78,Box Score,,
"Thu, Mar 18, 1999",Portland Trail Blazers,88,Sacramento Kings,78,Box Score,,
"Thu, Mar 18, 1999",Minnesota Timberwolves,81,Vancouver Grizzlies,86,Box Score,,
"Thu, Mar 18, 1999",Utah Jazz,95,Washington Wizards,87,Box Score,,
"Fri, Mar 19, 1999",Phoenix Suns,85,Atlanta Hawks,93,Box Score,,
"Fri, Mar 19, 1999",Utah Jazz,82,Charlotte Hornets,83,Box Score,OT,
"Fri, Mar 19, 1999",Minnesota Timberwolves,105,Denver Nuggets,101,Box Score,,
"Fri, Mar 19, 1999",Dallas Mavericks,87,Detroit Pistons,94,Box Score,,
"Fri, Mar 19, 1999",Seattle SuperSonics,78,Golden State Warriors,90,Box Score,,
"Fri, Mar 19, 1999",Chicago Bulls,87,Indiana Pacers,96,Box Score,,
"Fri, Mar 19, 1999",Los Angeles Lakers,90,Philadelphia 76ers,105,Box Score,,
"Fri, Mar 19, 1999",San Antonio Spurs,85,Portland Trail Blazers,90,Box Score,,
"Fri, Mar 19, 1999",Los Angeles Clippers,82,Toronto Raptors,93,Box Score,,
"Sat, Mar 20, 1999",Milwaukee Bucks,83,Atlanta Hawks,77,Box Score,,
"Sat, Mar 20, 1999",Sacramento Kings,90,Dallas Mavericks,104,Box Score,,
"Sat, Mar 20, 1999",Phoenix Suns,93,Houston Rockets,103,Box Score,OT,
"Sat, Mar 20, 1999",Indiana Pacers,94,Miami Heat,89,Box Score,,
"Sat, Mar 20, 1999",Boston Celtics,78,New York Knicks,96,Box Score,,
"Sat, Mar 20, 1999",San Antonio Spurs,92,Vancouver Grizzlies,88,Box Score,OT,
"Sat, Mar 20, 1999",Cleveland Cavaliers,83,Washington Wizards,113,Box Score,,
"Sun, Mar 21, 1999",Chicago Bulls,95,Boston Celtics,92,Box Score,OT,
"Sun, Mar 21, 1999",New Jersey Nets,85,Cleveland Cavaliers,88,Box Score,,
"Sun, Mar 21, 1999",Seattle SuperSonics,98,Denver Nuggets,102,Box Score,,
"Sun, Mar 21, 1999",Utah Jazz,101,Detroit Pistons,104,Box Score,OT,
"Sun, Mar 21, 1999",Charlotte Hornets,94,Milwaukee Bucks,87,Box Score,,
"Sun, Mar 21, 1999",Los Angeles Clippers,100,Minnesota Timberwolves,85,Box Score,,
"Sun, Mar 21, 1999",Los Angeles Lakers,115,Orlando Magic,104,Box Score,,
"Sun, Mar 21, 1999",Philadelphia 76ers,75,Portland Trail Blazers,91,Box Score,,
"Sun, Mar 21, 1999",New York Knicks,81,Toronto Raptors,85,Box Score,OT,
"Mon, Mar 22, 1999",Los Angeles Lakers,96,Dallas Mavericks,93,Box Score,,
"Mon, Mar 22, 1999",Sacramento Kings,100,Houston Rockets,110,Box Score,,
"Mon, Mar 22, 1999",Washington Wizards,86,Indiana Pacers,90,Box Score,,
"Mon, Mar 22, 1999",Detroit Pistons,86,Milwaukee Bucks,115,Box Score,,
"Mon, Mar 22, 1999",Toronto Raptors,87,New Jersey Nets,106,Box Score,,
"Mon, Mar 22, 1999",Atlanta Hawks,80,New York Knicks,71,Box Score,,
"Mon, Mar 22, 1999",Vancouver Grizzlies,84,Phoenix Suns,89,Box Score,,
"Mon, Mar 22, 1999",Philadelphia 76ers,76,Seattle SuperSonics,92,Box Score,,
"Tue, Mar 23, 1999",Toronto Raptors,113,Chicago Bulls,90,Box Score,,
"Tue, Mar 23, 1999",Boston Celtics,86,Cleveland Cavaliers,113,Box Score,,
"Tue, Mar 23, 1999",Charlotte Hornets,78,Orlando Magic,86,Box Score,,
"Tue, Mar 23, 1999",Golden State Warriors,72,Portland Trail Blazers,79,Box Score,,
"Tue, Mar 23, 1999",Denver Nuggets,82,San Antonio Spurs,112,Box Score,,
"Tue, Mar 23, 1999",Miami Heat,81,Utah Jazz,84,Box Score,,
"Wed, Mar 24, 1999",Indiana Pacers,102,Atlanta Hawks,103,Box Score,,
"Wed, Mar 24, 1999",Minnesota Timberwolves,87,Boston Celtics,68,Box Score,,
"Wed, Mar 24, 1999",Chicago Bulls,81,Charlotte Hornets,110,Box Score,,
"Wed, Mar 24, 1999",Houston Rockets,88,Dallas Mavericks,78,Box Score,,
"Wed, Mar 24, 1999",Golden State Warriors,92,Los Angeles Clippers,80,Box Score,,
"Wed, Mar 24, 1999",Phoenix Suns,106,Los Angeles Lakers,101,Box Score,,
"Wed, Mar 24, 1999",Miami Heat,84,Milwaukee Bucks,76,Box Score,,
"Wed, Mar 24, 1999",Detroit Pistons,84,New Jersey Nets,71,Box Score,,
"Wed, Mar 24, 1999",New York Knicks,91,Sacramento Kings,92,Box Score,,
"Wed, Mar 24, 1999",Washington Wizards,96,Seattle SuperSonics,92,Box Score,,
"Wed, Mar 24, 1999",Philadelphia 76ers,95,Vancouver Grizzlies,90,Box Score,OT,
"Thu, Mar 25, 1999",San Antonio Spurs,86,Denver Nuggets,65,Box Score,,
"Thu, Mar 25, 1999",Toronto Raptors,104,Houston Rockets,113,Box Score,,
"Thu, Mar 25, 1999",Cleveland Cavaliers,86,Orlando Magic,96,Box Score,,
"Thu, Mar 25, 1999",Phoenix Suns,84,Portland Trail Blazers,97,Box Score,,
"Fri, Mar 26, 1999",Chicago Bulls,81,Atlanta Hawks,93,Box Score,,
"Fri, Mar 26, 1999",Orlando Magic,82,Charlotte Hornets,90,Box Score,,
"Fri, Mar 26, 1999",Denver Nuggets,79,Dallas Mavericks,98,Box Score,,
"Fri, Mar 26, 1999",Milwaukee Bucks,85,Detroit Pistons,90,Box Score,,
"Fri, Mar 26, 1999",Washington Wizards,96,Golden State Warriors,100,Box Score,,
"Fri, Mar 26, 1999",Sacramento Kings,111,Los Angeles Lakers,109,Box Score,,
"Fri, Mar 26, 1999",Miami Heat,93,Minnesota Timberwolves,100,Box Score,,
"Fri, Mar 26, 1999",Indiana Pacers,100,New Jersey Nets,91,Box Score,,
"Fri, Mar 26, 1999",Boston Celtics,90,Philadelphia 76ers,84,Box Score,,
"Fri, Mar 26, 1999",New York Knicks,94,Phoenix Suns,87,Box Score,,
"Fri, Mar 26, 1999",Toronto Raptors,93,San Antonio Spurs,91,Box Score,,
"Fri, Mar 26, 1999",Los Angeles Clippers,98,Seattle SuperSonics,104,Box Score,,
"Fri, Mar 26, 1999",Utah Jazz,85,Vancouver Grizzlies,80,Box Score,,
"Sat, Mar 27, 1999",Philadelphia 76ers,99,Atlanta Hawks,103,Box Score,OT,
"Sat, Mar 27, 1999",Washington Wizards,112,Denver Nuggets,100,Box Score,,
"Sat, Mar 27, 1999",Houston Rockets,87,Golden State Warriors,86,Box Score,,
"Sat, Mar 27, 1999",Utah Jazz,77,Los Angeles Clippers,103,Box Score,,"at Anaheim, CA"
"Sat, Mar 27, 1999",Cleveland Cavaliers,109,New Jersey Nets,99,Box Score,,
"Sat, Mar 27, 1999",Dallas Mavericks,77,San Antonio Spurs,99,Box Score,,
"Sun, Mar 28, 1999",Indiana Pacers,101,Boston Celtics,93,Box Score,,
"Sun, Mar 28, 1999",Cleveland Cavaliers,84,Charlotte Hornets,105,Box Score,,
"Sun, Mar 28, 1999",Seattle SuperSonics,87,Detroit Pistons,104,Box Score,,
"Sun, Mar 28, 1999",New York Knicks,91,Los Angeles Lakers,99,Box Score,,
"Sun, Mar 28, 1999",Milwaukee Bucks,94,Minnesota Timberwolves,85,Box Score,,
"Sun, Mar 28, 1999",Miami Heat,87,Orlando Magic,94,Box Score,,
"Sun, Mar 28, 1999",Portland Trail Blazers,88,Phoenix Suns,86,Box Score,,
"Sun, Mar 28, 1999",Houston Rockets,107,Sacramento Kings,93,Box Score,,
"Sun, Mar 28, 1999",Chicago Bulls,78,Toronto Raptors,91,Box Score,,
"Mon, Mar 29, 1999",Seattle SuperSonics,109,Dallas Mavericks,101,Box Score,,
"Mon, Mar 29, 1999",Los Angeles Clippers,88,Denver Nuggets,100,Box Score,,
"Mon, Mar 29, 1999",Atlanta Hawks,83,Indiana Pacers,82,Box Score,,
"Mon, Mar 29, 1999",Vancouver Grizzlies,98,Los Angeles Lakers,116,Box Score,,
"Tue, Mar 30, 1999",Detroit Pistons,93,Atlanta Hawks,77,Box Score,,
"Tue, Mar 30, 1999",Boston Celtics,109,Charlotte Hornets,99,Box Score,,
"Tue, Mar 30, 1999",Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,
"Tue, Mar 30, 1999",Toronto Raptors,101,Cleveland Cavaliers,91,Box Score,,
"Tue, Mar 30, 1999",Portland Trail Blazers,90,Golden State Warriors,93,Box Score,,
"Tue, Mar 30, 1999",Houston Rockets,104,Los Angeles Clippers,95,Box Score,,
"Tue, Mar 30, 1999",Washington Wizards,105,Milwaukee Bucks,107,Box Score,,
"Tue, Mar 30, 1999",Dallas Mavericks,78,Minnesota Timberwolves,98,Box Score,,
"Tue, Mar 30, 1999",Indiana Pacers,93,New York Knicks,94,Box Score,,
"Tue, Mar 30, 1999",New Jersey Nets,98,Orlando Magic,100,Box Score,,
"Tue, Mar 30, 1999",Utah Jazz,101,Sacramento Kings,104,Box Score,OT,
"Tue, Mar 30, 1999",Seattle SuperSonics,87,San Antonio Spurs,95,Box Score,,
"Tue, Mar 30, 1999",Denver Nuggets,87,Vancouver Grizzlies,101,Box Score,,
"Wed, Mar 31, 1999",Detroit Pistons,87,Boston Celtics,72,Box Score,,
"Wed, Mar 31, 1999",Milwaukee Bucks,102,Charlotte Hornets,94,Box Score,,
"Wed, Mar 31, 1999",Golden State Warriors,78,Phoenix Suns,93,Box Score,,
"Wed, Mar 31, 1999",Sacramento Kings,86,Portland Trail Blazers,100,Box Score,,
"Wed, Mar 31, 1999",Orlando Magic,73,Washington Wizards,84,Box Score,,
"Thu, Apr 1, 1999",Los Angeles Clippers,84,Dallas Mavericks,93,Box Score,,
"Thu, Apr 1, 1999",Seattle SuperSonics,110,Denver Nuggets,113,Box Score,,
"Thu, Apr 1, 1999",Chicago Bulls,75,Detroit Pistons,107,Box Score,,
"Thu, Apr 1, 1999",Philadelphia 76ers,88,Miami Heat,84,Box Score,,
"Thu, Apr 1, 1999",Atlanta Hawks,85,New Jersey Nets,90,Box Score,,
"Thu, Apr 1, 1999",Cleveland Cavaliers,74,New York Knicks,78,Box Score,,
"Thu, Apr 1, 1999",Vancouver Grizzlies,91,San Antonio Spurs,103,Box Score,,
"Thu, Apr 1, 1999",Indiana Pacers,87,Toronto Raptors,88,Box Score,,
"Thu, Apr 1, 1999",Houston Rockets,87,Utah Jazz,88,Box Score,,
"Fri, Apr 2, 1999",Vancouver Grizzlies,81,Atlanta Hawks,84,Box Score,,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Fri, Apr 2, 1999",Milwaukee Bucks,84,Boston Celtics,83,Box Score,,
"Fri, Apr 2, 1999",Indiana Pacers,87,Charlotte Hornets,81,Box Score,,
"Fri, Apr 2, 1999",Orlando Magic,115,Chicago Bulls,68,Box Score,,
"Fri, Apr 2, 1999",Utah Jazz,92,Golden State Warriors,85,Box Score,,
"Fri, Apr 2, 1999",Denver Nuggets,88,Minnesota Timberwolves,107,Box Score,,
"Fri, Apr 2, 1999",Cleveland Cavaliers,85,Philadelphia 76ers,80,Box Score,,
"Fri, Apr 2, 1999",Los Angeles Lakers,91,Phoenix Suns,90,Box Score,,
"Fri, Apr 2, 1999",Seattle SuperSonics,95,Portland Trail Blazers,107,Box Score,,
"Sat, Apr 3, 1999",Orlando Magic,92,Detroit Pistons,77,Box Score,,
"Sat, Apr 3, 1999",Golden State Warriors,81,Los Angeles Lakers,76,Box Score,,
"Sat, Apr 3, 1999",Sacramento Kings,96,Minnesota Timberwolves,105,Box Score,,
"Sat, Apr 3, 1999",Miami Heat,77,New Jersey Nets,88,Box Score,,
"Sat, Apr 3, 1999",Phoenix Suns,93,Portland Trail Blazers,98,Box Score,,
"Sat, Apr 3, 1999",Los Angeles Clippers,82,San Antonio Spurs,103,Box Score,,
"Sat, Apr 3, 1999",Washington Wizards,85,Toronto Raptors,87,Box Score,,
"Sun, Apr 4, 1999",Charlotte Hornets,83,Atlanta Hawks,85,Box Score,,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Sun, Apr 4, 1999",New Jersey Nets,91,Boston Celtics,79,Box Score,,
"Sun, Apr 4, 1999",Vancouver Grizzlies,87,Chicago Bulls,88,Box Score,,
"Sun, Apr 4, 1999",Milwaukee Bucks,74,Cleveland Cavaliers,98,Box Score,,
"Sun, Apr 4, 1999",Los Angeles Clippers,80,Denver Nuggets,82,Box Score,,
"Sun, Apr 4, 1999",New York Knicks,95,Indiana Pacers,108,Box Score,,
"Sun, Apr 4, 1999",Houston Rockets,84,Seattle SuperSonics,101,Box Score,,
"Sun, Apr 4, 1999",Philadelphia 76ers,82,Toronto Raptors,97,Box Score,,
"Sun, Apr 4, 1999",Miami Heat,90,Washington Wizards,79,Box Score,,
"Mon, Apr 5, 1999",Atlanta Hawks,77,Charlotte Hornets,71,Box Score,,
"Mon, Apr 5, 1999",Indiana Pacers,88,Detroit Pistons,86,Box Score,,
"Mon, Apr 5, 1999",Denver Nuggets,104,Los Angeles Lakers,117,Box Score,,
"Mon, Apr 5, 1999",Dallas Mavericks,93,Minnesota Timberwolves,100,Box Score,,
"Mon, Apr 5, 1999",Boston Celtics,99,Orlando Magic,106,Box Score,,
"Mon, Apr 5, 1999",Golden State Warriors,86,San Antonio Spurs,93,Box Score,,
"Tue, Apr 6, 1999",Chicago Bulls,89,Cleveland Cavaliers,96,Box Score,,
"Tue, Apr 6, 1999",Golden State Warriors,74,Houston Rockets,111,Box Score,,
"Tue, Apr 6, 1999",Phoenix Suns,88,Los Angeles Clippers,83,Box Score,,
"Tue, Apr 6, 1999",Utah Jazz,106,Los Angeles Lakers,93,Box Score,,
"Tue, Apr 6, 1999",Orlando Magic,81,New York Knicks,72,Box Score,,
"Tue, Apr 6, 1999",Milwaukee Bucks,87,Philadelphia 76ers,95,Box Score,,
"Tue, Apr 6, 1999",Vancouver Grizzlies,89,Portland Trail Blazers,98,Box Score,,
"Tue, Apr 6, 1999",Sacramento Kings,112,Seattle SuperSonics,106,Box Score,OT,
"Tue, Apr 6, 1999",Miami Heat,92,Toronto Raptors,70,Box Score,,
"Tue, Apr 6, 1999",New Jersey Nets,97,Washington Wizards,93,Box Score,,
"Wed, Apr 7, 1999",Washington Wizards,87,Boston Celtics,108,Box Score,,
"Wed, Apr 7, 1999",New York Knicks,82,Charlotte Hornets,106,Box Score,,
"Wed, Apr 7, 1999",Indiana Pacers,91,Chicago Bulls,74,Box Score,,
"Wed, Apr 7, 1999",Atlanta Hawks,82,Detroit Pistons,89,Box Score,,
"Wed, Apr 7, 1999",Dallas Mavericks,87,Miami Heat,93,Box Score,,
"Wed, Apr 7, 1999",Cleveland Cavaliers,91,Milwaukee Bucks,99,Box Score,,
"Wed, Apr 7, 1999",Philadelphia 76ers,96,New Jersey Nets,92,Box Score,,
"Wed, Apr 7, 1999",Minnesota Timberwolves,82,Phoenix Suns,90,Box Score,,
"Wed, Apr 7, 1999",Los Angeles Lakers,104,Sacramento Kings,89,Box Score,,
"Wed, Apr 7, 1999",Denver Nuggets,87,Vancouver Grizzlies,84,Box Score,,
"Thu, Apr 8, 1999",Orlando Magic,73,Cleveland Cavaliers,69,Box Score,,
"Thu, Apr 8, 1999",San Antonio Spurs,92,Houston Rockets,83,Box Score,,
"Thu, Apr 8, 1999",Minnesota Timberwolves,91,Los Angeles Clippers,99,Box Score,,
"Thu, Apr 8, 1999",Portland Trail Blazers,86,Seattle SuperSonics,87,Box Score,,
"Thu, Apr 8, 1999",Boston Celtics,101,Toronto Raptors,89,Box Score,,
"Thu, Apr 8, 1999",Golden State Warriors,85,Utah Jazz,92,Box Score,,
"Fri, Apr 9, 1999",New York Knicks,86,Atlanta Hawks,78,Box Score,,
"Fri, Apr 9, 1999",Philadelphia 76ers,83,Boston Celtics,67,Box Score,,
"Fri, Apr 9, 1999",Washington Wizards,88,Charlotte Hornets,90,Box Score,,
"Fri, Apr 9, 1999",Detroit Pistons,102,Indiana Pacers,101,Box Score,,
"Fri, Apr 9, 1999",Minnesota Timberwolves,89,Los Angeles Lakers,96,Box Score,,
"Fri, Apr 9, 1999",Toronto Raptors,99,New Jersey Nets,106,Box Score,,
"Fri, Apr 9, 1999",Milwaukee Bucks,83,Orlando Magic,95,Box Score,,
"Fri, Apr 9, 1999",Phoenix Suns,92,Utah Jazz,93,Box Score,,
"Fri, Apr 9, 1999",Seattle SuperSonics,93,Vancouver Grizzlies,98,Box Score,,
"Sat, Apr 10, 1999",Miami Heat,82,Chicago Bulls,49,Box Score,,
"Sat, Apr 10, 1999",Atlanta Hawks,67,Cleveland Cavaliers,81,Box Score,,
"Sat, Apr 10, 1999",Golden State Warriors,91,Dallas Mavericks,90,Box Score,,
"Sat, Apr 10, 1999",Charlotte Hornets,92,Indiana Pacers,90,Box Score,,
"Sat, Apr 10, 1999",Portland Trail Blazers,97,Los Angeles Clippers,70,Box Score,,"at Anaheim, CA"
"Sat, Apr 10, 1999",San Antonio Spurs,84,Phoenix Suns,110,Box Score,,
"Sat, Apr 10, 1999",Denver Nuggets,104,Sacramento Kings,110,Box Score,,
"Sun, Apr 11, 1999",Chicago Bulls,81,Boston Celtics,87,Box Score,,
"Sun, Apr 11, 1999",Seattle SuperSonics,113,Los Angeles Lakers,109,Box Score,,
"Sun, Apr 11, 1999",Milwaukee Bucks,92,Miami Heat,95,Box Score,,
"Sun, Apr 11, 1999",Detroit Pistons,79,Minnesota Timberwolves,88,Box Score,,
"Sun, Apr 11, 1999",New York Knicks,93,New Jersey Nets,78,Box Score,,
"Sun, Apr 11, 1999",Los Angeles Clippers,89,Portland Trail Blazers,83,Box Score,,
"Sun, Apr 11, 1999",Houston Rockets,76,Utah Jazz,85,Box Score,,
"Sun, Apr 11, 1999",Sacramento Kings,91,Vancouver Grizzlies,88,Box Score,,
"Sun, Apr 11, 1999",Philadelphia 76ers,98,Washington Wizards,105,Box Score,,
"Mon, Apr 12, 1999",Cleveland Cavaliers,89,Boston Celtics,103,Box Score,,
"Mon, Apr 12, 1999",Golden State Warriors,104,Denver Nuggets,96,Box Score,,
"Mon, Apr 12, 1999",Charlotte Hornets,92,Detroit Pistons,86,Box Score,,
"Mon, Apr 12, 1999",Houston Rockets,95,Minnesota Timberwolves,90,Box Score,,
"Mon, Apr 12, 1999",Phoenix Suns,77,San Antonio Spurs,94,Box Score,,
"Mon, Apr 12, 1999",Indiana Pacers,109,Toronto Raptors,99,Box Score,,
"Mon, Apr 12, 1999",Vancouver Grizzlies,80,Utah Jazz,98,Box Score,,
"Tue, Apr 13, 1999",Washington Wizards,77,Cleveland Cavaliers,86,Box Score,,
"Tue, Apr 13, 1999",San Antonio Spurs,86,Dallas Mavericks,92,Box Score,,
"Tue, Apr 13, 1999",New Jersey Nets,101,Los Angeles Clippers,109,Box Score,,
"Tue, Apr 13, 1999",Chicago Bulls,74,Miami Heat,90,Box Score,,
"Tue, Apr 13, 1999",Atlanta Hawks,84,Milwaukee Bucks,91,Box Score,,
"Tue, Apr 13, 1999",Philadelphia 76ers,72,New York Knicks,91,Box Score,,
"Tue, Apr 13, 1999",Los Angeles Lakers,86,Portland Trail Blazers,113,Box Score,,
"Tue, Apr 13, 1999",Utah Jazz,105,Sacramento Kings,100,Box Score,OT,
"Wed, Apr 14, 1999",Atlanta Hawks,77,Boston Celtics,70,Box Score,,
"Wed, Apr 14, 1999",Detroit Pistons,79,Charlotte Hornets,83,Box Score,,
"Wed, Apr 14, 1999",Cleveland Cavaliers,89,Chicago Bulls,81,Box Score,,
"Wed, Apr 14, 1999",New Jersey Nets,97,Denver Nuggets,120,Box Score,,
"Wed, Apr 14, 1999",Vancouver Grizzlies,85,Houston Rockets,102,Box Score,,
"Wed, Apr 14, 1999",Orlando Magic,80,Indiana Pacers,83,Box Score,,
"Wed, Apr 14, 1999",Miami Heat,86,Milwaukee Bucks,98,Box Score,,
"Wed, Apr 14, 1999",Toronto Raptors,78,Philadelphia 76ers,96,Box Score,,
"Wed, Apr 14, 1999",Minnesota Timberwolves,79,San Antonio Spurs,95,Box Score,,
"Wed, Apr 14, 1999",Phoenix Suns,101,Seattle SuperSonics,94,Box Score,,
"Wed, Apr 14, 1999",New York Knicks,89,Washington Wizards,95,Box Score,OT,
"Thu, Apr 15, 1999",Minnesota Timberwolves,95,Dallas Mavericks,101,Box Score,,
"Thu, Apr 15, 1999",Denver Nuggets,79,Golden State Warriors,85,Box Score,,
"Thu, Apr 15, 1999",Portland Trail Blazers,76,Houston Rockets,86,Box Score,,
"Thu, Apr 15, 1999",Utah Jazz,103,Los Angeles Clippers,89,Box Score,,
"Thu, Apr 15, 1999",Seattle SuperSonics,99,Sacramento Kings,98,Box Score,OT,
"Fri, Apr 16, 1999",Orlando Magic,79,Atlanta Hawks,91,Box Score,,
"Fri, Apr 16, 1999",Miami Heat,81,Boston Celtics,82,Box Score,,
"Fri, Apr 16, 1999",New York Knicks,71,Detroit Pistons,80,Box Score,,
"Fri, Apr 16, 1999",Los Angeles Clippers,86,Golden State Warriors,83,Box Score,,
"Fri, Apr 16, 1999",Charlotte Hornets,95,Milwaukee Bucks,94,Box Score,,
"Fri, Apr 16, 1999",Vancouver Grizzlies,75,Minnesota Timberwolves,89,Box Score,,
"Fri, Apr 16, 1999",Indiana Pacers,83,Philadelphia 76ers,93,Box Score,,
"Fri, Apr 16, 1999",Dallas Mavericks,85,Phoenix Suns,92,Box Score,,
"Fri, Apr 16, 1999",Portland Trail Blazers,80,San Antonio Spurs,81,Box Score,,
"Fri, Apr 16, 1999",New Jersey Nets,121,Seattle SuperSonics,91,Box Score,,
"Fri, Apr 16, 1999",Cleveland Cavaliers,91,Toronto Raptors,90,Box Score,OT,
"Fri, Apr 16, 1999",Chicago Bulls,70,Washington Wizards,87,Box Score,,
"Sat, Apr 17, 1999",Charlotte Hornets,90,Cleveland Cavaliers,82,Box Score,,
"Sat, Apr 17, 1999",Portland Trail Blazers,102,Dallas Mavericks,94,Box Score,,
"Sat, Apr 17, 1999",Toronto Raptors,93,New York Knicks,90,Box Score,,
"Sat, Apr 17, 1999",Denver Nuggets,97,Sacramento Kings,119,Box Score,,
"Sat, Apr 17, 1999",Los Angeles Lakers,93,Utah Jazz,109,Box Score,,
"Sun, Apr 18, 1999",Milwaukee Bucks,77,Chicago Bulls,79,Box Score,,
"Sun, Apr 18, 1999",Denver Nuggets,103,Los Angeles Clippers,101,Box Score,,
"Sun, Apr 18, 1999",Indiana Pacers,88,Miami Heat,92,Box Score,,
"Sun, Apr 18, 1999",Utah Jazz,97,Minnesota Timberwolves,76,Box Score,,
"Sun, Apr 18, 1999",Philadelphia 76ers,79,New Jersey Nets,86,Box Score,,
"Sun, Apr 18, 1999",Detroit Pistons,81,Orlando Magic,88,Box Score,,
"Sun, Apr 18, 1999",Seattle SuperSonics,93,Phoenix Suns,99,Box Score,,
"Sun, Apr 18, 1999",Houston Rockets,83,San Antonio Spurs,86,Box Score,,
"Sun, Apr 18, 1999",Golden State Warriors,90,Vancouver Grizzlies,85,Box Score,,
"Sun, Apr 18, 1999",Boston Celtics,101,Washington Wizards,98,Box Score,,
"Mon, Apr 19, 1999",Indiana Pacers,120,Boston Celtics,104,Box Score,,
"Mon, Apr 19, 1999",Miami Heat,94,Cleveland Cavaliers,87,Box Score,,
"Mon, Apr 19, 1999",Seattle SuperSonics,113,Houston Rockets,120,Box Score,,
"Mon, Apr 19, 1999",Sacramento Kings,102,Los Angeles Clippers,98,Box Score,,"at Anaheim, CA"
"Mon, Apr 19, 1999",Vancouver Grizzlies,102,Los Angeles Lakers,117,Box Score,,
"Mon, Apr 19, 1999",Charlotte Hornets,120,New Jersey Nets,113,Box Score,,
"Mon, Apr 19, 1999",New York Knicks,67,Philadelphia 76ers,72,Box Score,,
"Mon, Apr 19, 1999",Orlando Magic,72,Toronto Raptors,90,Box Score,,
"Tue, Apr 20, 1999",Washington Wizards,77,Chicago Bulls,83,Box Score,,
"Tue, Apr 20, 1999",Phoenix Suns,100,Dallas Mavericks,104,Box Score,,
"Tue, Apr 20, 1999",Los Angeles Lakers,106,Golden State Warriors,102,Box Score,OT,
"Tue, Apr 20, 1999",Orlando Magic,83,Milwaukee Bucks,95,Box Score,,
"Tue, Apr 20, 1999",Atlanta Hawks,103,Toronto Raptors,81,Box Score,,
"Tue, Apr 20, 1999",San Antonio Spurs,83,Utah Jazz,69,Box Score,,
"Wed, Apr 21, 1999",Philadelphia 76ers,80,Boston Celtics,78,Box Score,,
"Wed, Apr 21, 1999",Detroit Pistons,85,Charlotte Hornets,88,Box Score,,
"Wed, Apr 21, 1999",Dallas Mavericks,109,Houston Rockets,95,Box Score,,
"Wed, Apr 21, 1999",Milwaukee Bucks,100,Indiana Pacers,108,Box Score,OT,
"Wed, Apr 21, 1999",Cleveland Cavaliers,80,Miami Heat,93,Box Score,,
"Wed, Apr 21, 1999",Chicago Bulls,87,New Jersey Nets,99,Box Score,,
"Wed, Apr 21, 1999",Utah Jazz,82,Phoenix Suns,91,Box Score,,
"Wed, Apr 21, 1999",Los Angeles Lakers,82,Portland Trail Blazers,88,Box Score,,
"Wed, Apr 21, 1999",Golden State Warriors,94,Sacramento Kings,103,Box Score,,
"Wed, Apr 21, 1999",Minnesota Timberwolves,105,Seattle SuperSonics,119,Box Score,,
