"Sat, Mar 14, 1998",Philadelphia 76ers,93,Milwaukee Bucks,89,Box Score,,
"Sat, Mar 14, 1998",Chicago Bulls,96,San Antonio Spurs,86,Box Score,,
"Sat, Mar 14, 1998",Minnesota Timberwolves,80,Seattle SuperSonics,114,Box Score,,
"Sun, Mar 15, 1998",Boston Celtics,77,Atlanta Hawks,93,Box Score,,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Sun, Mar 15, 1998",Utah Jazz,109,Detroit Pistons,98,Box Score,,
"Sun, Mar 15, 1998",Toronto Raptors,100,Golden State Warriors,98,Box Score,OT,
"Sun, Mar 15, 1998",Indiana Pacers,91,New York Knicks,86,Box Score,,
"Sun, Mar 15, 1998",Miami Heat,79,Orlando Magic,76,Box Score,,
"Sun, Mar 15, 1998",Dallas Mavericks,90,Phoenix Suns,100,Box Score,,
"Sun, Mar 15, 1998",Los Angeles Clippers,92,Portland Trail Blazers,103,Box Score,,
"Sun, Mar 15, 1998",Los Angeles Lakers,119,Vancouver Grizzlies,110,Box Score,,
"Mon, Mar 16, 1998",Denver Nuggets,87,Charlotte Hornets,109,Box Score,,
"Mon, Mar 16, 1998",New Jersey Nets,72,Chicago Bulls,88,Box Score,,
"Mon, Mar 16, 1998",Detroit Pistons,103,Miami Heat,90,Box Score,,
"Mon, Mar 16, 1998",Utah Jazz,102,Minnesota Timberwolves,96,Box Score,,
"Mon, Mar 16, 1998",Milwaukee Bucks,85,San Antonio Spurs,96,Box Score,,
"Mon, Mar 16, 1998",Los Angeles Lakers,89,Seattle SuperSonics,101,Box Score,,
"Tue, Mar 17, 1998",Boston Celtics,93,Dallas Mavericks,99,Box Score,,
"Tue, Mar 17, 1998",Los Angeles Clippers,107,Golden State Warriors,102,Box Score,,
"Tue, Mar 17, 1998",Milwaukee Bucks,91,Houston Rockets,96,Box Score,,
"Tue, Mar 17, 1998",Chicago Bulls,90,Indiana Pacers,84,Box Score,,
"Tue, Mar 17, 1998",Philadelphia 76ers,96,New York Knicks,100,Box Score,,
"Tue, Mar 17, 1998",Vancouver Grizzlies,92,Orlando Magic,99,Box Score,,
"Tue, Mar 17, 1998",Sacramento Kings,80,Phoenix Suns,107,Box Score,,
"Tue, Mar 17, 1998",Cleveland Cavaliers,96,Portland Trail Blazers,82,Box Score,,
"Tue, Mar 17, 1998",Atlanta Hawks,117,Toronto Raptors,105,Box Score,,
"Tue, Mar 17, 1998",Denver Nuggets,90,Washington Wizards,89,Box Score,,
"Wed, Mar 18, 1998",Utah Jazz,85,Charlotte Hornets,111,Box Score,,
"Wed, Mar 18, 1998",Philadelphia 76ers,104,Detroit Pistons,96,Box Score,,
"Wed, Mar 18, 1998",Phoenix Suns,93,Los Angeles Lakers,99,Box Score,,
"Wed, Mar 18, 1998",Vancouver Grizzlies,91,Miami Heat,94,Box Score,,
"Wed, Mar 18, 1998",San Antonio Spurs,92,Minnesota Timberwolves,76,Box Score,,
"Wed, Mar 18, 1998",Los Angeles Clippers,80,Seattle SuperSonics,99,Box Score,,
"Thu, Mar 19, 1998",Milwaukee Bucks,81,Atlanta Hawks,84,Box Score,,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Thu, Mar 19, 1998",Golden State Warriors,82,Dallas Mavericks,88,Box Score,OT,
"Thu, Mar 19, 1998",Boston Celtics,96,Houston Rockets,105,Box Score,,
"Thu, Mar 19, 1998",Orlando Magic,87,New Jersey Nets,93,Box Score,,
"Thu, Mar 19, 1998",Portland Trail Blazers,82,New York Knicks,77,Box Score,,
"Thu, Mar 19, 1998",Cleveland Cavaliers,90,Sacramento Kings,85,Box Score,,
"Thu, Mar 19, 1998",Denver Nuggets,103,Toronto Raptors,104,Box Score,OT,
"Thu, Mar 19, 1998",Indiana Pacers,95,Washington Wizards,91,Box Score,,
"Fri, Mar 20, 1998",Vancouver Grizzlies,92,Chicago Bulls,98,Box Score,,
"Fri, Mar 20, 1998",Toronto Raptors,99,Detroit Pistons,105,Box Score,,
"Fri, Mar 20, 1998",New Jersey Nets,92,Indiana Pacers,99,Box Score,,
"Fri, Mar 20, 1998",Seattle SuperSonics,80,Los Angeles Lakers,93,Box Score,,
"Fri, Mar 20, 1998",Golden State Warriors,87,Miami Heat,93,Box Score,,
"Fri, Mar 20, 1998",Denver Nuggets,88,Minnesota Timberwolves,104,Box Score,,
"Fri, Mar 20, 1998",Atlanta Hawks,108,New York Knicks,109,Box Score,,
"Fri, Mar 20, 1998",Portland Trail Blazers,87,Orlando Magic,102,Box Score,,
"Fri, Mar 20, 1998",Utah Jazz,91,Philadelphia 76ers,79,Box Score,,
"Fri, Mar 20, 1998",Charlotte Hornets,92,San Antonio Spurs,82,Box Score,,
"Sat, Mar 21, 1998",Houston Rockets,103,Dallas Mavericks,95,Box Score,,
"Sat, Mar 21, 1998",Cleveland Cavaliers,100,Los Angeles Clippers,79,Box Score,,
"Sat, Mar 21, 1998",Vancouver Grizzlies,88,Minnesota Timberwolves,102,Box Score,,
"Sat, Mar 21, 1998",Seattle SuperSonics,102,Phoenix Suns,109,Box Score,,
"Sun, Mar 22, 1998",Philadelphia 76ers,90,Boston Celtics,108,Box Score,,
"Sun, Mar 22, 1998",Atlanta Hawks,98,Detroit Pistons,105,Box Score,,
"Sun, Mar 22, 1998",Portland Trail Blazers,80,Miami Heat,112,Box Score,,
"Sun, Mar 22, 1998",Indiana Pacers,96,Milwaukee Bucks,94,Box Score,OT,
"Sun, Mar 22, 1998",Washington Wizards,102,New Jersey Nets,100,Box Score,OT,
"Sun, Mar 22, 1998",Utah Jazz,124,New York Knicks,119,Box Score,2OT,
"Sun, Mar 22, 1998",Golden State Warriors,83,Orlando Magic,92,Box Score,,
"Sun, Mar 22, 1998",Los Angeles Lakers,96,Sacramento Kings,93,Box Score,,
"Sun, Mar 22, 1998",Phoenix Suns,83,San Antonio Spurs,93,Box Score,,
"Sun, Mar 22, 1998",Chicago Bulls,102,Toronto Raptors,100,Box Score,,
"Mon, Mar 23, 1998",Boston Celtics,88,Chicago Bulls,111,Box Score,,
"Mon, Mar 23, 1998",Minnesota Timberwolves,87,Dallas Mavericks,91,Box Score,,
"Mon, Mar 23, 1998",Los Angeles Lakers,107,Denver Nuggets,86,Box Score,,
"Mon, Mar 23, 1998",Detroit Pistons,94,Philadelphia 76ers,79,Box Score,,
"Mon, Mar 23, 1998",Sacramento Kings,83,Seattle SuperSonics,109,Box Score,,
"Mon, Mar 23, 1998",Los Angeles Clippers,95,Vancouver Grizzlies,106,Box Score,,
"Tue, Mar 24, 1998",Orlando Magic,73,Atlanta Hawks,85,Box Score,,
"Tue, Mar 24, 1998",San Antonio Spurs,86,Cleveland Cavaliers,85,Box Score,,
"Tue, Mar 24, 1998",New York Knicks,88,Golden State Warriors,75,Box Score,,
"Tue, Mar 24, 1998",Houston Rockets,108,Milwaukee Bucks,118,Box Score,,
"Tue, Mar 24, 1998",Washington Wizards,99,Portland Trail Blazers,87,Box Score,,
"Tue, Mar 24, 1998",Charlotte Hornets,106,Toronto Raptors,89,Box Score,,
"Tue, Mar 24, 1998",Phoenix Suns,73,Utah Jazz,92,Box Score,,
"Wed, Mar 25, 1998",Miami Heat,105,Boston Celtics,91,Box Score,,
"Wed, Mar 25, 1998",Dallas Mavericks,105,Denver Nuggets,94,Box Score,,
"Wed, Mar 25, 1998",San Antonio Spurs,94,Detroit Pistons,103,Box Score,,
"Wed, Mar 25, 1998",Houston Rockets,86,Indiana Pacers,81,Box Score,,
"Wed, Mar 25, 1998",New York Knicks,77,Los Angeles Clippers,76,Box Score,,
"Wed, Mar 25, 1998",Sacramento Kings,91,Los Angeles Lakers,114,Box Score,,
"Wed, Mar 25, 1998",Chicago Bulls,85,Orlando Magic,70,Box Score,,
"Wed, Mar 25, 1998",New Jersey Nets,91,Philadelphia 76ers,86,Box Score,,
"Wed, Mar 25, 1998",Minnesota Timberwolves,99,Phoenix Suns,97,Box Score,,
"Wed, Mar 25, 1998",Washington Wizards,109,Seattle SuperSonics,133,Box Score,,
"Thu, Mar 26, 1998",Milwaukee Bucks,80,Charlotte Hornets,94,Box Score,,
"Thu, Mar 26, 1998",Seattle SuperSonics,91,Golden State Warriors,98,Box Score,,
"Thu, Mar 26, 1998",Vancouver Grizzlies,102,Portland Trail Blazers,108,Box Score,,
"Thu, Mar 26, 1998",Cleveland Cavaliers,97,Toronto Raptors,96,Box Score,,
"Fri, Mar 27, 1998",Chicago Bulls,89,Atlanta Hawks,74,Box Score,,
"Fri, Mar 27, 1998",Detroit Pistons,87,Cleveland Cavaliers,88,Box Score,OT,
"Fri, Mar 27, 1998",Utah Jazz,99,Dallas Mavericks,90,Box Score,,
"Fri, Mar 27, 1998",Golden State Warriors,89,Denver Nuggets,97,Box Score,,
"Fri, Mar 27, 1998",Charlotte Hornets,96,Indiana Pacers,133,Box Score,,
"Fri, Mar 27, 1998",Minnesota Timberwolves,100,Los Angeles Clippers,98,Box Score,,
"Fri, Mar 27, 1998",Milwaukee Bucks,77,Miami Heat,102,Box Score,,
"Fri, Mar 27, 1998",Boston Celtics,82,New Jersey Nets,76,Box Score,,
"Fri, Mar 27, 1998",Houston Rockets,75,Orlando Magic,100,Box Score,,
"Fri, Mar 27, 1998",San Antonio Spurs,110,Philadelphia 76ers,85,Box Score,,
"Fri, Mar 27, 1998",Washington Wizards,85,Phoenix Suns,89,Box Score,,
"Fri, Mar 27, 1998",Portland Trail Blazers,90,Sacramento Kings,73,Box Score,,
"Fri, Mar 27, 1998",New York Knicks,97,Vancouver Grizzlies,89,Box Score,OT,
"Sat, Mar 28, 1998",New York Knicks,78,Seattle SuperSonics,104,Box Score,,
"Sat, Mar 28, 1998",Los Angeles Lakers,91,Utah Jazz,106,Box Score,,
"Sun, Mar 29, 1998",Detroit Pistons,95,Atlanta Hawks,118,Box Score,,
"Sun, Mar 29, 1998",Charlotte Hornets,82,Cleveland Cavaliers,97,Box Score,,
"Sun, Mar 29, 1998",Portland Trail Blazers,99,Golden State Warriors,83,Box Score,,
"Sun, Mar 29, 1998",San Antonio Spurs,74,Indiana Pacers,55,Box Score,,
"Sun, Mar 29, 1998",Dallas Mavericks,86,Los Angeles Clippers,108,Box Score,,
"Sun, Mar 29, 1998",Washington Wizards,89,Los Angeles Lakers,116,Box Score,,
"Sun, Mar 29, 1998",Houston Rockets,77,Miami Heat,109,Box Score,,
"Sun, Mar 29, 1998",Chicago Bulls,104,Milwaukee Bucks,87,Box Score,,
"Sun, Mar 29, 1998",Boston Celtics,94,Philadelphia 76ers,99,Box Score,,
"Sun, Mar 29, 1998",Vancouver Grizzlies,98,Phoenix Suns,106,Box Score,,
"Sun, Mar 29, 1998",Minnesota Timberwolves,104,Sacramento Kings,96,Box Score,,
"Sun, Mar 29, 1998",Orlando Magic,95,Toronto Raptors,68,Box Score,,
"Tue, Mar 31, 1998",Philadelphia 76ers,93,Charlotte Hornets,101,Box Score,,
"Tue, Mar 31, 1998",Detroit Pistons,101,Chicago Bulls,106,Box Score,OT,
"Tue, Mar 31, 1998",Orlando Magic,86,Cleveland Cavaliers,93,Box Score,,
"Tue, Mar 31, 1998",Milwaukee Bucks,94,Golden State Warriors,89,Box Score,OT,
"Tue, Mar 31, 1998",Phoenix Suns,97,Houston Rockets,86,Box Score,,
"Tue, Mar 31, 1998",Los Angeles Clippers,106,Indiana Pacers,128,Box Score,,
"Tue, Mar 31, 1998",Boston Celtics,95,Miami Heat,121,Box Score,,
"Tue, Mar 31, 1998",Atlanta Hawks,90,New Jersey Nets,105,Box Score,,
"Tue, Mar 31, 1998",San Antonio Spurs,95,New York Knicks,78,Box Score,,
"Tue, Mar 31, 1998",Utah Jazz,86,Seattle SuperSonics,88,Box Score,,
"Tue, Mar 31, 1998",Los Angeles Lakers,114,Toronto Raptors,105,Box Score,,"at Toronto, Canada (Maple Leaf Gardens)"
"Tue, Mar 31, 1998",Dallas Mavericks,104,Vancouver Grizzlies,101,Box Score,,
"Wed, Apr 1, 1998",Toronto Raptors,91,Atlanta Hawks,105,Box Score,,
"Wed, Apr 1, 1998",Milwaukee Bucks,106,Denver Nuggets,100,Box Score,,
"Wed, Apr 1, 1998",Cleveland Cavaliers,92,Detroit Pistons,90,Box Score,,
"Wed, Apr 1, 1998",Boston Celtics,98,Orlando Magic,87,Box Score,,
"Wed, Apr 1, 1998",Portland Trail Blazers,89,Utah Jazz,98,Box Score,,
"Wed, Apr 1, 1998",Philadelphia 76ers,112,Washington Wizards,91,Box Score,,
"Thu, Apr 2, 1998",Golden State Warriors,104,Houston Rockets,94,Box Score,,
"Thu, Apr 2, 1998",Minnesota Timberwolves,108,Indiana Pacers,111,Box Score,,
"Thu, Apr 2, 1998",Los Angeles Lakers,117,New Jersey Nets,106,Box Score,,
"Thu, Apr 2, 1998",Los Angeles Clippers,70,New York Knicks,81,Box Score,,
"Thu, Apr 2, 1998",Miami Heat,89,San Antonio Spurs,103,Box Score,,
"Thu, Apr 2, 1998",Dallas Mavericks,86,Seattle SuperSonics,107,Box Score,,
"Fri, Apr 3, 1998",Houston Rockets,87,Atlanta Hawks,107,Box Score,,
"Fri, Apr 3, 1998",Indiana Pacers,89,Charlotte Hornets,96,Box Score,,
"Fri, Apr 3, 1998",Minnesota Timberwolves,93,Chicago Bulls,107,Box Score,,
"Fri, Apr 3, 1998",Los Angeles Lakers,105,Cleveland Cavaliers,93,Box Score,,
"Fri, Apr 3, 1998",Boston Celtics,101,Detroit Pistons,100,Box Score,,
"Fri, Apr 3, 1998",Los Angeles Clippers,78,Philadelphia 76ers,93,Box Score,,
"Fri, Apr 3, 1998",Dallas Mavericks,102,Portland Trail Blazers,109,Box Score,,
"Fri, Apr 3, 1998",Milwaukee Bucks,87,Sacramento Kings,86,Box Score,,
"Fri, Apr 3, 1998",Denver Nuggets,75,Utah Jazz,97,Box Score,,
"Fri, Apr 3, 1998",Seattle SuperSonics,138,Vancouver Grizzlies,98,Box Score,,
"Fri, Apr 3, 1998",Toronto Raptors,112,Washington Wizards,120,Box Score,,
"Sat, Apr 4, 1998",Charlotte Hornets,88,Miami Heat,101,Box Score,,
"Sat, Apr 4, 1998",New York Knicks,94,New Jersey Nets,97,Box Score,,
"Sat, Apr 4, 1998",Portland Trail Blazers,83,Phoenix Suns,90,Box Score,,
"Sat, Apr 4, 1998",Golden State Warriors,80,San Antonio Spurs,88,Box Score,OT,
"Sun, Apr 5, 1998",Minnesota Timberwolves,97,Atlanta Hawks,96,Box Score,,
"Sun, Apr 5, 1998",New York Knicks,92,Boston Celtics,102,Box Score,,
"Sun, Apr 5, 1998",Los Angeles Clippers,93,Cleveland Cavaliers,94,Box Score,,
"Sun, Apr 5, 1998",Seattle SuperSonics,87,Denver Nuggets,83,Box Score,,
"Sun, Apr 5, 1998",Los Angeles Lakers,105,Detroit Pistons,103,Box Score,OT,
"Sun, Apr 5, 1998",Chicago Bulls,109,Houston Rockets,94,Box Score,,
"Sun, Apr 5, 1998",Milwaukee Bucks,92,Indiana Pacers,93,Box Score,,
"Sun, Apr 5, 1998",Toronto Raptors,104,Philadelphia 76ers,116,Box Score,,
"Sun, Apr 5, 1998",Dallas Mavericks,99,Sacramento Kings,105,Box Score,,
"Sun, Apr 5, 1998",Utah Jazz,99,Vancouver Grizzlies,93,Box Score,,
"Sun, Apr 5, 1998",Orlando Magic,85,Washington Wizards,88,Box Score,,
"Mon, Apr 6, 1998",Charlotte Hornets,115,New Jersey Nets,125,Box Score,,
"Mon, Apr 6, 1998",Philadelphia 76ers,92,Orlando Magic,113,Box Score,,
"Mon, Apr 6, 1998",Portland Trail Blazers,79,San Antonio Spurs,75,Box Score,,
"Mon, Apr 6, 1998",Phoenix Suns,102,Seattle SuperSonics,92,Box Score,,
"Tue, Apr 7, 1998",New York Knicks,79,Atlanta Hawks,92,Box Score,,
"Tue, Apr 7, 1998",Washington Wizards,85,Chicago Bulls,103,Box Score,,
"Tue, Apr 7, 1998",Portland Trail Blazers,99,Dallas Mavericks,91,Box Score,,
"Tue, Apr 7, 1998",Houston Rockets,104,Denver Nuggets,87,Box Score,,
"Tue, Apr 7, 1998",Utah Jazz,101,Golden State Warriors,99,Box Score,,
"Tue, Apr 7, 1998",Cleveland Cavaliers,80,Indiana Pacers,82,Box Score,,
"Tue, Apr 7, 1998",Vancouver Grizzlies,110,Los Angeles Clippers,94,Box Score,,
"Tue, Apr 7, 1998",Toronto Raptors,105,Milwaukee Bucks,114,Box Score,,
"Tue, Apr 7, 1998",Miami Heat,89,Minnesota Timberwolves,92,Box Score,,
"Tue, Apr 7, 1998",Phoenix Suns,103,Sacramento Kings,97,Box Score,,
"Wed, Apr 8, 1998",New Jersey Nets,117,Boston Celtics,104,Box Score,,
"Wed, Apr 8, 1998",Vancouver Grizzlies,102,Los Angeles Lakers,113,Box Score,,
"Wed, Apr 8, 1998",Miami Heat,80,New York Knicks,83,Box Score,,
"Wed, Apr 8, 1998",Detroit Pistons,87,Orlando Magic,95,Box Score,,
"Wed, Apr 8, 1998",Charlotte Hornets,101,Philadelphia 76ers,109,Box Score,,
"Wed, Apr 8, 1998",Milwaukee Bucks,107,Toronto Raptors,100,Box Score,,
"Wed, Apr 8, 1998",San Antonio Spurs,88,Utah Jazz,98,Box Score,,
"Thu, Apr 9, 1998",Indiana Pacers,105,Atlanta Hawks,102,Box Score,OT,
"Thu, Apr 9, 1998",Chicago Bulls,85,Cleveland Cavaliers,91,Box Score,,
"Thu, Apr 9, 1998",Seattle SuperSonics,103,Dallas Mavericks,101,Box Score,,
"Thu, Apr 9, 1998",Sacramento Kings,103,Denver Nuggets,128,Box Score,,
"Thu, Apr 9, 1998",Houston Rockets,93,Golden State Warriors,89,Box Score,,
"Thu, Apr 9, 1998",Portland Trail Blazers,99,Los Angeles Clippers,95,Box Score,,
"Thu, Apr 9, 1998",Detroit Pistons,102,Washington Wizards,83,Box Score,,
"Fri, Apr 10, 1998",Orlando Magic,80,Boston Celtics,82,Box Score,OT,
"Fri, Apr 10, 1998",Atlanta Hawks,99,Charlotte Hornets,87,Box Score,,
"Fri, Apr 10, 1998",Phoenix Suns,114,Los Angeles Lakers,105,Box Score,,
"Fri, Apr 10, 1998",Philadelphia 76ers,102,Minnesota Timberwolves,107,Box Score,,
"Fri, Apr 10, 1998",Houston Rockets,97,Sacramento Kings,85,Box Score,,
"Fri, Apr 10, 1998",Seattle SuperSonics,84,San Antonio Spurs,99,Box Score,,
"Fri, Apr 10, 1998",Miami Heat,111,Toronto Raptors,105,Box Score,OT,
"Fri, Apr 10, 1998",Los Angeles Clippers,109,Utah Jazz,126,Box Score,,
"Sat, Apr 11, 1998",Orlando Magic,78,Chicago Bulls,87,Box Score,,
"Sat, Apr 11, 1998",Philadelphia 76ers,95,Cleveland Cavaliers,106,Box Score,,
"Sat, Apr 11, 1998",Denver Nuggets,81,Dallas Mavericks,99,Box Score,,
"Sat, Apr 11, 1998",Los Angeles Lakers,96,Golden State Warriors,84,Box Score,,
"Sat, Apr 11, 1998",New Jersey Nets,124,Milwaukee Bucks,117,Box Score,,
"Sat, Apr 11, 1998",Utah Jazz,103,Minnesota Timberwolves,110,Box Score,,
"Sat, Apr 11, 1998",Portland Trail Blazers,96,Vancouver Grizzlies,105,Box Score,OT,
"Sun, Apr 12, 1998",Indiana Pacers,93,Boston Celtics,87,Box Score,,
"Sun, Apr 12, 1998",Detroit Pistons,86,Charlotte Hornets,88,Box Score,,
"Sun, Apr 12, 1998",New York Knicks,81,Miami Heat,82,Box Score,,
"Sun, Apr 12, 1998",Houston Rockets,95,Seattle SuperSonics,103,Box Score,,
"Sun, Apr 12, 1998",New Jersey Nets,116,Toronto Raptors,109,Box Score,,
"Sun, Apr 12, 1998",Phoenix Suns,129,Vancouver Grizzlies,106,Box Score,,
"Sun, Apr 12, 1998",Atlanta Hawks,91,Washington Wizards,81,Box Score,,
"Mon, Apr 13, 1998",Indiana Pacers,114,Chicago Bulls,105,Box Score,,
"Mon, Apr 13, 1998",Phoenix Suns,105,Golden State Warriors,97,Box Score,,
"Mon, Apr 13, 1998",Minnesota Timberwolves,107,Los Angeles Clippers,88,Box Score,,
"Mon, Apr 13, 1998",Los Angeles Lakers,99,San Antonio Spurs,75,Box Score,,
"Tue, Apr 14, 1998",Philadelphia 76ers,94,Atlanta Hawks,95,Box Score,,
"Tue, Apr 14, 1998",Boston Celtics,86,Cleveland Cavaliers,95,Box Score,,
"Tue, Apr 14, 1998",Los Angeles Lakers,111,Dallas Mavericks,95,Box Score,,
"Tue, Apr 14, 1998",Denver Nuggets,88,Houston Rockets,94,Box Score,,
"Tue, Apr 14, 1998",Charlotte Hornets,104,Milwaukee Bucks,82,Box Score,,
"Tue, Apr 14, 1998",Toronto Raptors,96,New Jersey Nets,92,Box Score,,
"Tue, Apr 14, 1998",Washington Wizards,104,New York Knicks,102,Box Score,,
"Tue, Apr 14, 1998",Sacramento Kings,66,Portland Trail Blazers,92,Box Score,,
"Tue, Apr 14, 1998",Vancouver Grizzlies,98,Seattle SuperSonics,110,Box Score,,
"Tue, Apr 14, 1998",Minnesota Timberwolves,109,Utah Jazz,126,Box Score,,
"Wed, Apr 15, 1998",Milwaukee Bucks,117,Boston Celtics,109,Box Score,,
"Wed, Apr 15, 1998",New Jersey Nets,103,Charlotte Hornets,109,Box Score,,
"Wed, Apr 15, 1998",Chicago Bulls,79,Detroit Pistons,87,Box Score,,
"Wed, Apr 15, 1998",Atlanta Hawks,70,Indiana Pacers,82,Box Score,,
"Wed, Apr 15, 1998",Golden State Warriors,92,Los Angeles Clippers,80,Box Score,,
"Wed, Apr 15, 1998",Orlando Magic,99,Miami Heat,87,Box Score,,
"Wed, Apr 15, 1998",Denver Nuggets,89,Phoenix Suns,96,Box Score,,
"Wed, Apr 15, 1998",Cleveland Cavaliers,93,Washington Wizards,101,Box Score,,
"Thu, Apr 16, 1998",Dallas Mavericks,82,Golden State Warriors,88,Box Score,,
"Thu, Apr 16, 1998",Toronto Raptors,79,New York Knicks,108,Box Score,,
"Thu, Apr 16, 1998",Los Angeles Clippers,90,Portland Trail Blazers,99,Box Score,,
"Thu, Apr 16, 1998",Sacramento Kings,86,Utah Jazz,99,Box Score,,
"Thu, Apr 16, 1998",San Antonio Spurs,110,Vancouver Grizzlies,97,Box Score,,
"Fri, Apr 17, 1998",Charlotte Hornets,104,Atlanta Hawks,121,Box Score,,
"Fri, Apr 17, 1998",Cleveland Cavaliers,71,Boston Celtics,78,Box Score,,
"Fri, Apr 17, 1998",Portland Trail Blazers,101,Denver Nuggets,109,Box Score,,
"Fri, Apr 17, 1998",Milwaukee Bucks,102,Detroit Pistons,108,Box Score,,
"Fri, Apr 17, 1998",Toronto Raptors,98,Indiana Pacers,107,Box Score,,
"Fri, Apr 17, 1998",Dallas Mavericks,95,Los Angeles Lakers,124,Box Score,,
"Fri, Apr 17, 1998",Washington Wizards,97,Miami Heat,89,Box Score,,
"Fri, Apr 17, 1998",Houston Rockets,95,Minnesota Timberwolves,102,Box Score,,
"Fri, Apr 17, 1998",New Jersey Nets,109,Orlando Magic,121,Box Score,,
"Fri, Apr 17, 1998",Chicago Bulls,87,Philadelphia 76ers,80,Box Score,,
"Fri, Apr 17, 1998",Utah Jazz,102,Phoenix Suns,99,Box Score,,
"Fri, Apr 17, 1998",San Antonio Spurs,89,Seattle SuperSonics,87,Box Score,,
"Sat, Apr 18, 1998",New York Knicks,109,Chicago Bulls,111,Box Score,,
"Sat, Apr 18, 1998",Indiana Pacers,92,Cleveland Cavaliers,96,Box Score,,
"Sat, Apr 18, 1998",Vancouver Grizzlies,100,Golden State Warriors,112,Box Score,,
"Sat, Apr 18, 1998",Sacramento Kings,77,Los Angeles Clippers,83,Box Score,,"at Anaheim, CA"
"Sat, Apr 18, 1998",Minnesota Timberwolves,111,Milwaukee Bucks,109,Box Score,,
"Sat, Apr 18, 1998",Boston Celtics,95,Washington Wizards,112,Box Score,,
"Sun, Apr 19, 1998",Miami Heat,89,Atlanta Hawks,101,Box Score,,
"Sun, Apr 19, 1998",Orlando Magic,76,Charlotte Hornets,89,Box Score,,
"Sun, Apr 19, 1998",Phoenix Suns,123,Houston Rockets,93,Box Score,,
"Sun, Apr 19, 1998",Utah Jazz,98,Los Angeles Lakers,102,Box Score,,
"Sun, Apr 19, 1998",Detroit Pistons,101,New Jersey Nets,114,Box Score,,
"Sun, Apr 19, 1998",Seattle SuperSonics,90,Portland Trail Blazers,82,Box Score,,
"Sun, Apr 19, 1998",Vancouver Grizzlies,112,Sacramento Kings,108,Box Score,OT,
"Sun, Apr 19, 1998",Denver Nuggets,82,San Antonio Spurs,96,Box Score,,
"Sun, Apr 19, 1998",Philadelphia 76ers,107,Toronto Raptors,78,Box Score,,"at Toronto, Canada (Maple Leaf Gardens)"
,Playoffs
"Thu, Apr 23, 1998",Atlanta Hawks,87,Charlotte Hornets,97,Box Score,,
"Thu, Apr 23, 1998",Cleveland Cavaliers,77,Indiana Pacers,106,Box Score,,
"Thu, Apr 23, 1998",San Antonio Spurs,102,Phoenix Suns,96,Box Score,,
"Thu, Apr 23, 1998",Houston Rockets,103,Utah Jazz,90,Box Score,,
"Fri, Apr 24, 1998",New Jersey Nets,93,Chicago Bulls,96,Box Score,OT,
"Fri, Apr 24, 1998",Portland Trail Blazers,102,Los Angeles Lakers,104,Box Score,,
"Fri, Apr 24, 1998",New York Knicks,79,Miami Heat,94,Box Score,,
"Fri, Apr 24, 1998",Minnesota Timberwolves,83,Seattle SuperSonics,108,Box Score,,
"Sat, Apr 25, 1998",Atlanta Hawks,85,Charlotte Hornets,92,Box Score,,
"Sat, Apr 25, 1998",Cleveland Cavaliers,86,Indiana Pacers,92,Box Score,,
"Sat, Apr 25, 1998",San Antonio Spurs,101,Phoenix Suns,108,Box Score,,
"Sat, Apr 25, 1998",Houston Rockets,90,Utah Jazz,105,Box Score,,
"Sun, Apr 26, 1998",New Jersey Nets,91,Chicago Bulls,96,Box Score,,
"Sun, Apr 26, 1998",Portland Trail Blazers,99,Los Angeles Lakers,108,Box Score,,
"Sun, Apr 26, 1998",New York Knicks,96,Miami Heat,86,Box Score,,
"Sun, Apr 26, 1998",Minnesota Timberwolves,98,Seattle SuperSonics,93,Box Score,,
"Mon, Apr 27, 1998",Indiana Pacers,77,Cleveland Cavaliers,86,Box Score,,
"Mon, Apr 27, 1998",Phoenix Suns,88,San Antonio Spurs,100,Box Score,,
"Tue, Apr 28, 1998",Charlotte Hornets,64,Atlanta Hawks,96,Box Score,,
"Tue, Apr 28, 1998",Seattle SuperSonics,90,Minnesota Timberwolves,98,Box Score,,
"Tue, Apr 28, 1998",Miami Heat,91,New York Knicks,85,Box Score,,
"Tue, Apr 28, 1998",Los Angeles Lakers,94,Portland Trail Blazers,99,Box Score,,
"Wed, Apr 29, 1998",Utah Jazz,85,Houston Rockets,89,Box Score,,
"Wed, Apr 29, 1998",Chicago Bulls,116,New Jersey Nets,101,Box Score,,
"Wed, Apr 29, 1998",Phoenix Suns,80,San Antonio Spurs,99,Box Score,,
"Thu, Apr 30, 1998",Indiana Pacers,80,Cleveland Cavaliers,74,Box Score,,
"Thu, Apr 30, 1998",Seattle SuperSonics,92,Minnesota Timberwolves,88,Box Score,,
"Thu, Apr 30, 1998",Miami Heat,85,New York Knicks,90,Box Score,,
"Thu, Apr 30, 1998",Los Angeles Lakers,110,Portland Trail Blazers,99,Box Score,,
"Fri, May 1, 1998",Charlotte Hornets,91,Atlanta Hawks,82,Box Score,,
"Fri, May 1, 1998",Utah Jazz,93,Houston Rockets,71,Box Score,,
"Sat, May 2, 1998",Minnesota Timberwolves,84,Seattle SuperSonics,97,Box Score,,
"Sun, May 3, 1998",Charlotte Hornets,70,Chicago Bulls,83,Box Score,,
